ID_PARCEL,SURF_PARC,CODE_CULTU_2018,CODE_CULTU_2019,CODE_CULTU_2020
6764718,0.07,TTH,MIS,TTH
6764722,1.88,TTH,TTH,PTR
6764637,0.3,TTH,TTH,TTH
6849522,0.61,BTH,BTH,BTH
6798841,6.24,MIS,BTH,BTH
6836863,1.09,TTH,TTH,TTH
6802807,0.41,TTH,TTH,TTH
6802805,0.25,TTH,TTH,TTH
6802728,0.52,TTH,TTH,TTH
6843240,1.1,LU7,LUZ,LUZ
6843053,2.38,BTH,BTH,ORH
6843055,1.77,BTH,ORP,LUZ
6843149,0.69,ORH,ORP,LUZ
6843435,0.64,ORH,ORP,LUZ
6843331,0.69,ORP,LUZ,LUZ
10902604,0.34,BTH,ORP,LUZ
6843155,0.3,LU7,LUZ,LUZ
6798839,1.35,BTH,BTH,ORH
6798826,3.52,BTH,ORH,BTH
6798824,3.85,ORH,BTH,BTH
6798828,0.51,BTH,ORH,BTH
6871637,1.47,MLG,MLF,MLF
6871651,0.94,BTH,BTH,MPC
6871832,4.06,BTH,BTH,MPC
6871732,0.54,PTR,PTR,PTR
10889794,2.66,BTH,LUZ,LUZ
6802204,3.36,LUZ,MIS,BTH
6802197,2.06,BTH,MIS,BTH
6802195,3.24,LU6,LUZ,MIS
6802194,0.71,MIS,BTH,BTH
6802198,1.62,BTH,BTH,LUZ
6802201,1.08,MIS,BTH,BTH
6802207,0.48,MIS,MIS,BTH
6802210,2.33,CZH,BTH,LUZ
10889795,1.22,MIS,BTH,BTH
6802199,0.37,MIS,BTH,BTH
6802208,0.5,TR7,TRE,TRE
6802211,0.39,DTY,DTY,DTY
6802206,0.48,CZH,BTH,BTH
6802203,0.53,TR7,TRE,TRE
6874476,0.46,BTH,BTH,MIS
6874477,2.06,BTH,BTH,TRN
6802729,0.61,TTH,TTH,TTH
6802753,2.73,TRN,BTH,TRN
6802547,2.5,MIS,BTH,MIS
6802542,1.26,BTH,BTH,BTH
6802545,0.36,BTH,MIS,BTH
6843252,1.05,LUZ,LUZ,BTH
6843060,0.68,LUZ,BTH,BTH
6843330,1.35,ORP,LUZ,LUZ
6843145,1.79,ORP,LUZ,LUZ
6843249,1.54,ORP,LUZ,LUZ
6843341,3.61,ORP,LUZ,LUZ
6843434,2.38,BTH,SAI,SAI
6843336,0.96,BTH,ORH,SAI
6843146,1.21,BTH,ORP,LUZ
6843153,1.12,BTH,LUZ,LUZ
6871740,4.31,BTH,BTH,PFH
6871735,2.08,BTH,BTH,MPC
6777225,0.88,TTH,PTR,PTR
6777304,0.78,MLG,TTH,TTH
6903293,0.06,PTR,PTR,PTR
6868567,5.26,BTH,ORH,ORH
6871541,0.99,BTH,BTH,MLF
6871829,2.82,MLG,MLG,BTH
6871737,2.1,BTH,BTH,MLF
6871833,2.43,BTH,BTH,MPC
6872043,3.27,BTH,MLF,MLF
6872044,0.61,MLG,BTH,BTH
6870629,0.64,MLG,BTH,BTH
6777224,0.75,MLG,MLG,MLG
6777236,0.74,AVH,TTH,BTH
6777308,1.65,MLG,MLG,TTH
6843332,1.46,LU8,LUZ,LUZ
6843065,3.36,LU7,LUZ,LUZ
6871647,8.16,MPC,TTH,MLG
6871542,1.21,MLG,MLG,BTH
6871749,0.58,MLG,MLG,MLG
6871634,0.49,BTH,MLF,MLF
6871546,2.72,MLG,BTH,BTH
6871731,2.68,MLG,MLF,MLF
6871653,0.91,BTH,BTH,MPC
6871547,3.3,MLG,BTH,BTH
6777312,1.76,TTH,PTR,PTR
6777310,0.98,MLG,MLG,MLG
6777311,1.4,BTH,TTH,TTH
6777226,1.22,TTH,BTH,PTR
6777227,1.21,MLG,PTR,TTH
6843238,1.32,BTH,ORP,LUZ
6823885,2.06,LUZ,LUZ,LUZ
6860589,0.93,TTH,MIE,TTH
6860879,2.2,TTH,TTH,TTH
6869929,7.2,BTH,BTH,MIS
6869927,1.71,BTH,BTH,MIS
6869936,4.77,LU8,LUZ,LUZ
6869687,6.21,MIS,MIS,BTH
6869933,0.48,BTH,BTH,MIS
6869941,0.48,MIS,MIS,MIS
6869934,0.52,BTH,BTH,MIS
6869923,4.72,MIS,BTH,MIS
6869857,5.93,MIS,BTH,BTH
6823888,2.99,PTR,PTR,PTR
6823806,1.73,LU7,MLF,LUZ
6860695,1.44,BTH,MIE,BTH
6860578,0.76,TTH,MIE,TTH
6860690,1.15,MLG,MLG,MLG
10890853,3.03,MIE,BTH,MIS
6860595,1.17,MIE,MIE,MIS
6860582,0.9,MLG,MLG,PTR
6860585,0.28,PTR,PTR,PTR
6805125,1.22,BTH,BTH,BTH
6805018,1.99,PTR,PTR,SOG
6805020,0.14,PTR,PTR,PTR
6805136,0.83,MIS,BTH,BTH
6805021,0.61,MIS,BTH,BTH
6805128,0.86,ORP,BTH,BTH
6860590,1.33,MLG,MLG,MLG
10907225,1.55,ORH,CZH,BTH
6805124,0.33,BTH,BTH,BTH
6805130,0.92,BTH,BTH,TTH
6805132,0.14,PTR,PTR,PTR
10893004,5.2,PTR,PTR,PTR
6807758,0.58,TTH,TTH,TTH
6806310,1.33,PTR,PTR,PTR
6806314,1.39,PTR,PTR,PTR
6807759,0.75,PTR,PTR,PTR
6802623,0.93,MIE,BTH,TTH
6802722,0.29,TTH,BTH,TTH
6802520,0.71,TTH,TTH,TTH
6802610,1.11,TTH,TTH,AVH
6802608,0.53,TTH,TTH,AVH
6802707,1.01,TTH,TTH,TTH
6802518,0.5,TTH,TTH,TTH
6802621,0.41,TTH,TTH,TTH
6802626,0.71,TTH,TTH,TTH
10892453,0.36,TTH,BTH,TTH
6853899,4.45,MLG,BTH,ORH
6853902,2.7,ORH,RGA,MLF
6852582,1.1,BTH,BTH,MLC
6808446,0.86,BTH,ORH,MLC
6802724,2.04,BTH,TTH,TTH
6802624,1.46,MIE,BTH,TTH
6802714,1.39,MIE,BTH,TTH
6828922,3.6,BTH,BTH,MIS
6828921,3.72,BTH,TRN,MIS
6827414,6.6,MIS,BTH,BTH
6827415,2.29,MIS,BTH,BTH
6862345,1.53,MIS,BTH,MIS
6862344,2.12,BTH,BTH,ORH
6862259,4.14,MIS,BTH,MIS
6862346,1.81,MIS,BTH,MIS
6862343,3.02,BTH,BTH,MIS
6862260,12.21,BTH,MIS,BTH
6862342,0.8,MIS,BTH,MIS
6862347,4.67,MIS,BTH,MIS
6852573,0.57,LU6,LUZ,LUZ
6808456,3.43,BTH,ORH,MIE
10891575,2.06,BTH,MIE,BTH
6806804,2.19,BTH,MIE,BTH
6806978,0.56,MIE,BTH,MIE
6827411,0.8,BTH,BTH,FVL
6828923,1.88,BTH,TRN,BTH
6799788,0.23,TTH,TTH,TTH
6799785,0.34,TTH,TTH,TTH
6806808,3.25,MIE,BTH,MIE
6806887,1.98,BTH,MIE,MIE
6806889,0.95,BTH,MIE,MIE
6806812,1,BTH,SGH,SGH
6806802,6.82,MIE,BTH,MIE
6806901,1.79,BTH,MIE,BTH
6806809,2.25,MIE,BTH,MIE
6806983,1.65,BTH,MIE,BTH
6799764,1.49,TTH,TTH,TTH
6854042,1.25,ORH,TTH,ORH
6896358,0.42,PTR,PTR,TTH
6896348,1.52,PTR,PTR,PTR
6896354,1.45,MIE,BTH,PTR
6806890,3.18,MIE,MIE,BTH
6806799,0.29,BTH,SGH,SGH
6806798,1.35,BTH,MIE,BTH
6806895,0.55,MIE,BTH,MIE
6806897,0.8,PTR,PTR,PTR
6806894,2.58,MLG,MLG,MLG
10891597,1.42,BTH,MIE,BTH
6896155,1.75,MIE,MIE,MIE
6896234,0.61,MIE,BTH,MIE
6896447,2.4,PTR,PTR,PTR
6896451,0.77,MIE,BTH,PTR
6896345,1.11,MIE,MIE,BTH
6896356,0.65,MIE,BTH,PTR
6896238,0.3,PTR,PTR,PTR
6896446,0.69,BTH,BTH,BTH
6896439,0.6,SGH,BTH,MIE
6901752,0.2,SGH,BTH,MIE
6896443,0.76,BTH,TTH,BTH
6896342,0.19,PTR,PTR,PTR
6896438,1.12,MIE,MIE,MIE
6896338,0.38,PTR,PTR,PTR
6896352,0.49,PTR,PTR,PTR
6896232,0.71,PTR,MIE,TTH
6896240,0.25,PTR,PTR,PTR
6896250,0.82,MIE,MIE,MIE
6896226,1.33,PTR,MIE,MIE
6896341,0.67,BTH,BTH,BTH
6804094,0.91,PTR,PTR,TTH
6896156,0.9,PTR,PTR,PTR
6854219,4.24,LU7,LUZ,LUZ
6854232,1.64,PTR,TTH,PTR
6850680,1.85,MIE,MIE,MIE
6851983,1.46,MLG,MLG,PTR
6851976,4.28,MPC,MLG,PTR
6798789,1.54,MIS,BTH,MIE
6798784,1.82,MIS,BTH,TRN
6798783,0.71,MLG,MLG,PTR
6798888,0.87,MLG,MLG,PTR
10890606,1.63,TTH,PTR,PTR
6804011,0.77,TTH,TTH,AVH
6804015,1.4,PTR,BTH,BTH
6804091,1.35,BTH,BTH,TTH
6804003,1.78,BTH,TTH,AVH
6756179,3.87,MLG,MLG,PTR
6756180,1.12,PTR,PTR,PTR
6756275,3.31,MLG,MLG,PTR
6851984,5.12,PTR,PTR,TTH
6851975,1.14,PTR,PTR,TTH
6756096,2.04,MLG,MLG,PTR
6798790,1.88,PTR,PTR,PTR
6798787,3.21,MIS,BTH,MIS
6798875,2.15,BTH,MIS,BTH
6798890,1.36,MIS,BTH,MIS
6798799,1.38,BTH,MIS,BTH
6798782,2.65,TR7,PTR,BTH
10895563,2.7,TR7,PTR,MIE
6804005,0.54,AVH,TTH,AVP
6804004,0.34,PTR,PTR,PTR
6804002,0.59,BTH,BTH,TTH
6803999,0.35,TTH,TTH,AVH
6804000,0.68,BTH,BTH,TTH
6786400,0.7,TTH,TTH,LUZ
6806149,1.98,BTH,MIE,MIE
6806158,1.37,PTR,PTR,PTR
10907674,1.64,ORH,ORH,ORP
6854138,1.42,ORH,TTH,ORH
6854234,2.76,ORH,ORH,TTH
6854238,0.73,TTH,TTH,TTH
6798780,2.33,PTR,PTR,TTH
6786502,3.83,TTH,TTH,TTH
6770217,1.03,TTH,BTH,LUZ
6786417,2.65,PTR,PTR,PTR
6884739,3.47,TRN,MIS,BTH
6884833,1.44,BTH,BTH,CZH
6884734,2.72,BTH,BTH,CZH
10892421,1.91,BTH,MIE,MIE
6786406,0.8,PTR,PTR,PTR
6890690,1.38,LUZ,LUZ,LUZ
6884747,1.44,BTH,BTH,BTH
6884735,1.55,ORH,TRN,BTH
6884650,2.32,TRN,BTH,BTH
6884648,1.98,TRN,BTH,BTH
10892441,2.63,CZH,BTH,BTH
10892419,2.04,BTH,MIE,MIE
6873917,1.13,PTR,PTR,TRE
6874400,3.3,LUZ,LUZ,LUZ
6884565,5.96,ORH,TRN,BTH
6884659,1.83,BTH,TRN,ORH
6884840,0.96,CZH,BTH,BTH
6854050,2.45,ORH,TTH,ORH
6853746,4.76,PTR,PTR,PTR
6853749,0.82,MC8,FAG,PTR
6853834,1.09,MC8,FAG,PTR
6853826,3.98,PTR,PTR,PTR
6884825,0.73,BTH,BTH,ORH
6884837,0.69,BTH,BTH,CZH
6802523,0.88,PTR,PTR,PTR
6885287,1.08,MCR,TTH,MCR
6885290,0.38,PTR,PTR,PTR
6885289,1,PTR,PTR,PTR
6808359,1.74,BTH,ORH,MLC
6853883,1.05,LU6,BTH,MLC
10892183,1.52,MCR,MCR,PTR
6885301,1.4,PTR,PTR,PTR
6885299,4.85,PTR,MCR,PTR
6885295,0.55,PTR,PTR,PTR
6885282,1.42,PTR,PTR,CPL
6885291,4.11,PTR,PTR,PTR
6808455,8.59,TRN,BTH,BTH
6852569,2,LU6,BTH,BTH
6853884,2.42,BTH,MIE,BTH
6852647,3.89,MIE,MIE,MIE
10891703,2.01,BTH,MCR,RGA
10891725,5.49,BTH,MCR,MLC
6852585,1.41,MLG,MLG,PTR
6885051,0.55,PTR,PTR,PTR
6885131,1.61,MIS,BTH,PTR
6885057,1.47,LU6,LUZ,PTR
10889720,4.67,BTH,BTH,TRN
10893207,1.29,TTH,TTH,TTP
6788281,3.91,ORH,TRN,BTH
6788285,1.46,ORH,AVP,ORH
6788290,0.16,BTH,BTH,ORH
10902671,2.61,BTH,ORH,TRN
10902672,2.93,AVP,AVP,TTH
6788277,0.33,BTH,BTH,ORH
6788377,1.72,BTH,ORH,TRN
6788302,2.02,BTH,BTH,ORH
6788299,0.95,BTH,BTH,ORH
6855480,0.62,LUZ,LUZ,BTH
6855570,0.27,TRN,ORP,LUZ
10899671,5.95,LU7,BTH,BTH
6855481,4.48,FVL,BTH,ORP
6855571,1.13,SRS,BTH,MLT
6802307,1.21,ORH,MIE,BTH
6802301,4.8,BTH,BTH,ORH
6802294,0.83,TRN,BTH,BTH
6802217,0.19,LUZ,PTR,PTR
6802221,1.59,CZH,BTH,BTH
6802309,0.6,BTH,ORH,LUZ
6802215,1.27,BTH,BTH,PTR
6802222,2.15,TRN,BTH,BTH
6802304,1.95,BTH,BTH,MIE
6802214,2.11,ORH,MIE,BTH
6802302,0.95,LU6,LUZ,LUZ
6802303,0.46,TRN,BTH,BTH
6888837,0.8,PTR,PTR,PTR
6888834,0.3,PTR,PTR,PTR
6888853,0.73,PTR,PTR,PTR
10902674,1.41,TRN,BTH,BTH
6788297,2.33,TRN,BTH,BTH
6788303,0.17,TRN,BTH,BTH
10902675,0.8,TRN,BTH,BTH
6874423,0.4,BTH,ORH,TRN
10902676,0.92,ORH,AVP,ORH
6832541,0.47,PTR,PTR,PTR
6832547,1.28,SOG,ORH,ORP
6832543,1.51,PTR,PTR,PTR
6832533,4.33,MIS,BTH,MIS
6832624,0.59,PTR,PTR,PTR
6832622,2.94,ORH,SOG,PTR
10904105,0.84,AVH,SOG,PTR
10904104,2.26,PTR,PTR,PTR
6888855,0.49,PTR,PTR,PTR
6888935,0.92,TTH,PTR,PTR
6786161,0.94,PTR,TTH,SOG
6785736,1.64,BTH,TTH,TTH
10901343,0.25,MLG,MLG,MLG
6784438,0.06,PTR,PTR,PTR
6786171,3.78,MIE,TTH,SOG
6786080,4.12,PTR,PTR,PTR
6855373,5.49,MIS,BTH,MIS
6802446,3.32,MIS,BTH,MIS
6866547,1.95,PTR,PTR,PTR
6866546,1.2,PTR,PTR,PTR
6866470,1.42,PTR,PTR,MCR
6866550,4.57,MCR,MCR,PTR
6866549,1.67,PTR,PTR,PTR
6771157,8.85,BTH,BTH,ORH
6771256,2.88,ORH,BTH,BTH
6771248,4.88,BTH,BTH,BTH
6771159,2.81,ORH,BTH,BTH
6771154,2.41,BTH,BTH,BTH
6786082,10.05,PTR,SOG,TTH
10898276,1.29,TTH,TTH,TTH
10898277,4.61,MIE,MIE,MIE
6788588,5.25,PTR,PTR,PTR
6788585,2.22,PTR,PTR,PTR
6802429,1.52,MIS,BTH,MIS
6836938,10.13,MIS,MIS,BTH
10912951,7.44,MIS,BTH,MIS
6788598,5.2,TTH,TTH,TTH
6788671,4.71,PTR,PTR,PTR
6788398,1.45,PTR,PTR,PTR
6788399,1.13,PTR,PTR,PTR
6837016,2.41,BTH,MIS,BTH
6752001,1.96,BTH,TTH,TTH
6860669,0.96,BTH,ORH,ORH
6860675,0.2,BTH,BTH,MIS
6860664,0.89,BTH,ORH,TRN
6860668,0.55,MIS,BTH,ORH
6860679,1.5,ORH,MIS,BTH
6860672,0.44,BTH,BTH,MIS
6860670,0.13,MIS,BTH,LUZ
6860671,1.51,MIS,BTH,MIS
6788386,4.19,TTH,PTR,PTR
6788392,5.02,TTH,TTH,PTR
6787068,0.86,PTR,PTR,PTR
10895896,1.48,PTR,PTR,PTR
6788394,1.72,PTR,PTR,PTR
6837006,3.13,MIS,BTH,MIS
10912206,0.86,TTH,TTH,AVP
10912207,0.54,TTH,TTH,AVP
6831740,3.77,MLG,MLG,MLG
6831739,5.33,PTR,PTR,MIE
10892288,5.2,BTH,BTH,MLG
6831736,1.68,MLG,MLG,MLG
6831735,3,TTH,TTH,MLG
10892287,13.24,MIE,BTH,BTH
6831743,3.79,MLG,MLG,MLG
6831828,6.12,MIE,BTH,ORH
6831814,6,BTH,CZH,BTH
6751979,0.77,TRN,BTH,BTH
6751970,1.84,TRN,BTH,BTH
6751993,1.05,BTH,BTH,TRN
6788488,2.83,PTR,PTR,PTR
6787062,1.26,PTR,PTR,PTR
6787072,0.46,PTR,PTR,PTR
6840324,2.06,PTR,AVP,TTH
6840325,1.07,AVP,PTR,PTR
6840215,0.62,PTR,PTR,PTR
6830530,1.46,TTH,CZH,BTH
6830532,4.27,TTH,BTH,ORH
6831653,2.14,LU6,PTR,PTR
6831656,3.23,MIE,TTH,CZH
6830534,1.52,TTH,CZH,BTH
6831730,2.91,CZH,BTH,MIE
6787047,0.36,TTH,PTR,PTR
6757096,0.35,PTR,PTR,PTR
6830527,5.89,BTH,CZH,BTH
6860665,0.92,BTH,MIS,BTH
6860667,2.14,BTH,BTH,TRN
6860678,0.25,ORH,ORH,ORH
6839314,2.08,BTH,BTH,AVP
6839332,8.03,BTH,MIS,BTH
6839315,1.51,MIS,BTH,TRN
6839326,1.19,MIS,BTH,MIS
6854291,0.32,PTR,PTR,PTR
6852788,1,PTR,PTR,PTR
6758420,0.83,ORH,ORH,ORH
6757107,0.63,PTR,PTR,PTR
10889239,0.36,MIE,TTH,ORH
6751981,2.58,TR7,TRE,BTH
6751987,4.31,CZH,BTH,ORH
6752376,6.15,TR8,TRE,ORP
6751973,1.28,TR7,TRE,BTH
6757092,0.54,PTR,PTR,PTR
6757103,1.21,TTH,TTH,TTH
6757100,1.14,PTR,PTR,PTR
6758955,2.69,TTH,MIE,TTH
6758850,1.69,TTH,RGA,MIE
10891025,0.83,MIE,MIE,BTH
10891024,1.76,MIE,MIE,BTH
6835393,3.9,MLG,MLC,MLC
6758411,0.46,PTR,PTR,PTR
6879622,1.49,BTH,BTH,BTH
6879625,1.04,PTR,PTR,PTR
10890048,2.02,TTH,TTH,PTR
6879634,2.34,TTH,ORH,PTR
6879541,1.99,MIE,MIE,TTH
6879542,3.76,MIE,MIE,MIE
6879546,0.62,MIE,MIE,MIE
10891022,1.15,TTH,MIE,MIE
6758849,2.6,MIE,TTH,TTH
6819339,0.58,BTH,TTH,BTH
6890302,0.61,PTR,PTR,PTR
6879549,0.7,PTR,PTR,PTR
6796900,2.85,PTR,PTR,PTR
6796901,1,PTR,BTH,PTR
6796899,1.86,PTR,PTR,PTR
6819329,0.29,TTH,TTH,TTH
6751991,3.87,BTH,TRN,BTH
6751985,2.8,BTH,BTH,TRN
6751999,2,BTH,BTH,TRN
6751972,0.92,BTH,TTH,TTH
6751965,1.33,BTH,BTH,TRN
6751968,1.63,TRN,BTH,BTH
6751975,0.64,BTH,BTH,TRN
6770299,0.76,AVP,AVP,AVP
6770296,0.68,TTH,TTH,TTP
6787567,1.56,PTR,PTR,PTR
6787564,0.75,PTR,PTR,PTR
6787556,1.66,LUZ,LUZ,LUZ
6787563,0.98,PTR,PTR,PTR
6789247,1.32,MIS,BTH,MID
6789176,1.36,BTH,MID,BTH
6789174,0.78,BTH,MID,BTH
6789175,0.24,MIS,BTH,MID
6789173,0.67,MIS,BTH,MID
6770300,0.93,TTH,TTH,TTP
6770230,1.92,TTH,TTH,TTP
6787561,0.19,PTR,PTR,PTR
6787672,2.71,PTR,PTR,PTR
6787668,0.2,PTR,PTR,PTR
6787565,1.37,PTR,PTR,PTR
10899672,5.52,LU8,LUZ,LUZ
6855561,3.84,BTH,ORP,LUZ
6855557,3.48,SA8,BTH,TRN
6855572,2.27,TRN,ORP,LUZ
6855477,2.13,BTH,ORP,LUZ
6855569,0.73,BTH,BTP,ORH
6855479,0.68,BTH,ORP,ORH
6802296,1.98,BTH,BTH,LUZ
10901081,1.31,BTH,ORH,LUZ
6802298,0.39,LU7,LUZ,TRE
6802308,0.41,ORH,MIE,BTH
10890661,0.4,BTH,MIE,BTH
6779221,0.96,ORH,MIE,MIE
6779035,0.86,MIE,MIE,MIE
6845284,1.52,ORH,MIE,BTH
6846656,2.02,MIE,BTH,BTH
6845374,1.2,BTH,ORH,MIE
10904841,4.28,BTH,BTH,ORH
6779030,0.34,MIE,MIE,MIE
6779125,0.25,ORH,MIE,BTH
6779038,0.65,MIE,MIE,MIE
6779029,0.53,MIE,MIE,BTH
6779028,1.65,ORH,MIE,MIE
6779124,0.68,MIE,MIE,MIE
6779036,0.54,ORH,MIE,MIE
6779131,0.57,MIE,BTH,MIE
10905070,3.2,ORH,PTR,PTR
6814596,2.28,MLG,MLG,MLG
10905069,0.03,ORH,PTR,PTR
6814667,3.36,MLG,MLG,MLG
6846654,5.89,MIE,BTH,BTH
6845455,1.91,MIE,BTH,BTH
6890519,1.75,MLG,MLG,MLG
6890417,6.13,TTH,TTH,PTR
6779210,1.31,MIE,MIE,MIE
6779025,4.83,MIE,MIE,MIE
6795630,0.47,PTR,PTR,PTR
6761554,2.34,PTR,PTR,PTR
6761368,2.33,MIE,MIE,MIE
6890517,1.91,MIE,MCR,MCR
6890434,0.44,MLG,PTR,MIE
6890420,0.63,MLG,MLG,PTR
6890336,0.86,PTR,PTR,MIE
6815598,2.2,PTR,PTR,PTR
6815589,2.1,TTH,AVP,PTR
6765820,2.66,TTH,PTR,PTR
6765748,5.79,PTR,PTR,PTR
6765825,2.08,TTH,SGH,PTR
6765822,1.38,TTH,PTR,PTR
6765818,6.81,PTR,PTR,PTR
6788442,1.21,DTY,PTR,PTR
6788547,0.52,PTR,PTR,PTR
6788538,1.24,DTY,DTY,DTY
6787107,0.24,DTY,DTY,DTY
6788541,1.58,DTY,DTY,DTY
6788554,3.17,BTH,MIS,BTH
6788530,1.35,DTY,DTY,DTY
6788555,3.8,BTH,BTH,TRN
6787109,4.51,BTH,MIS,BTH
6787100,1.1,BTH,MIS,MIS
6762976,2.71,BTH,TRN,BTH
6763060,1.88,BTH,TRN,BTH
6771163,1.17,LU6,LUZ,BTH
6761461,1.13,PTR,PTR,PTR
10906336,1.15,PTR,PTR,PTR
6761459,2,MIE,MIE,TTH
6761452,1.79,TTH,MIE,MIE
6815595,2.17,PTR,PTR,PTR
6815597,1.79,TTH,TTH,TTH
6817566,0.5,TTH,TTH,TTH
10899047,3.13,PTR,PTR,PTR
6878759,0.24,LU6,ORH,ORH
10899086,4.72,MIS,BTH,BTH
10899087,4.84,BTH,BTH,MIS
6779525,1.05,LU6,BTH,ORH
6783742,2.97,LU8,LUZ,LUZ
6771158,2.23,ORH,BTH,BTH
6817565,0.76,TTH,TTH,TTP
6795626,3.07,LUZ,LUZ,LUZ
6795646,1.47,MPC,MLG,MLG
6795629,2.04,TTH,MPC,MIE
6794322,1.49,PTR,PTR,PTR
6794323,1.47,PTR,PTR,PTR
6794320,0.45,PTR,PTR,PTR
10903219,3.73,PTR,PTR,PTR
10903229,2.36,MPC,PTR,MLG
10903233,0.35,SRS,SRS,MPC
6794331,0.38,SRS,SRS,MPC
6890515,0.79,BTH,BTH,TTH
6805218,0.53,BTH,PTR,PTR
10899025,2.42,BTH,MIE,EPE
10899026,5.19,EPE,MIE,TTH
6779419,7.37,PTR,PTR,PTR
6794334,0.65,PTR,PTR,PTR
6795741,0.97,LU6,LUZ,MIE
6795735,0.32,PTR,PTR,PTR
6890231,0.73,MCR,MCR,TTH
6814582,2.58,MLG,MLG,MLG
6814583,1.5,MLG,MLG,MLG
6814581,1.01,ORH,PTR,PTR
10904881,1.52,MLG,MLG,MLG
6903061,0.2,MLG,MLG,MLG
6856016,2.32,ORH,TTH,ORH
6787096,0.98,DTY,DTY,DTY
6787104,5.22,BTH,MIS,BTH
6788544,6.39,MIS,BTH,BTH
6788440,1.72,MIS,BTH,MIS
6787105,2.4,BTH,MIS,BTH
6787103,0.33,MIS,MIS,MIS
6788536,5.23,BTH,ORH,MIS
6787110,0.97,BTH,ORH,MIS
10893534,4.32,MIS,MIS,MIS
6855090,1.31,TTH,TTH,PTR
6854996,3.45,PTR,TTH,TTH
6854912,0.88,PTR,PTR,TTH
6855096,1.15,PTR,PTR,TTH
6855012,4.89,MLG,MLG,MLG
6856031,2.04,ORH,TTH,ORH
6856022,2.57,PTR,PTR,PTR
6856119,3.43,TTH,ORH,TTH
6833771,2.97,TTH,TTH,TTH
6795734,1.22,MIE,BTH,TRE
6761551,1.39,PTR,PTR,PTR
6855105,2.45,TTH,TTH,PTR
6855101,1.34,PTR,PTR,TTH
6894323,1.56,PTR,PTR,PTR
6894328,3.78,MLG,MLG,MLG
6856117,4.13,PTR,PTR,BTH
6856019,3.18,ORH,TTH,ORH
6783464,1.6,BTH,BTH,TTH
6779433,2.37,ORH,MIE,ORH
6779520,1.2,MIE,ORH,TTH
6779432,4.19,ORH,ORH,ORH
6878758,5.24,MIS,MIS,MIS
6779431,3.34,ORH,MIE,TTH
6779429,2.88,MLG,MIE,ORH
6878829,1.38,ORH,SOG,ORH
6779523,4.53,LU6,LUZ,LUZ
6779439,0.67,LU6,ORH,ORH
10899045,2.22,PTR,PTR,PTR
6779253,1.76,LU7,LUZ,LUZ
6828902,0.94,PTR,PTR,PTR
6828816,1.28,PTR,PTR,PTR
6894407,0.66,MLG,MLG,MLG
6894310,1.38,MLG,MLG,MLG
6894325,1.51,ML8,MLG,MLG
6894314,1.71,LU6,MLG,MLG
6885713,2.62,BTH,BTH,ORH
6885700,1.32,TRN,BTH,BTH
6885708,2.34,ORH,ORH,ORP
6885786,0.44,ORH,ORH,ORP
6885705,1.32,TRN,BTH,BTH
6885707,3.29,LU8,LUZ,LUZ
6885709,0.79,BTH,ORH,TRN
6885790,0.95,BTH,ORH,TRN
6885710,0.38,ORH,ORH,ORP
6788539,8.67,MIS,BTH,MIS
10893231,6.62,BTH,MIS,BTH
6788546,1.11,MIS,BTH,MIS
6788531,8.07,ORH,TRN,BTH
6788447,0.74,ORH,TRN,BTH
6807984,2.6,TTH,PTR,PTR
6890324,2.83,MCR,PTR,PTR
6890332,2.04,TTH,PTR,PTR
6890236,2.56,BTH,PTR,PTR
6890426,4.1,TTH,TTH,TTH
6855007,1.35,TTH,PTR,PTR
6855002,3.37,MLG,MLG,TTH
6855001,4.29,MLG,MLG,MLG
10912533,1.16,ORH,TRE,BTH
6885788,0.63,BTH,ORH,TRN
6838830,1.4,TRN,BTH,TRN
6838734,2.02,MIS,BTH,AVP
6838829,3.31,CZH,TRN,BTH
6838809,0.97,PTR,PTR,PTR
10894300,5.43,BTH,MIS,BTH
6838808,1.53,BTH,ORH,AVP
6838737,3.14,TRN,BTH,BTH
6838810,4.53,MIS,BTH,ORH
6838735,0.53,AVP,PTR,PTR
6838913,1.28,CZH,BTH,ORP
6838825,1.04,LU6,LUZ,LUZ
6776029,0.34,BTH,MIS,BTH
6776032,2.12,PTR,MIS,BTH
6776030,1.92,PTR,PTR,PTR
6776111,3.18,BTH,PTR,PTR
6776031,5.74,PTR,PTR,PTR
10901000,0.61,TTH,TTH,PTR
6855004,1.03,TTH,PTR,PTR
6855091,0.79,PTR,PTR,TTH
6855015,0.67,TTH,PTR,PTR
6823556,1.85,LIH,BTH,ORP
6823477,5.2,LU7,LUZ,BTH
6823475,4.56,LU7,LUZ,BTH
6823469,4.97,LU7,LUZ,BTH
6823564,3.6,BTH,BTH,ORH
10892740,9.65,BTH,ORH,ORH
6823455,1.4,ORH,ORP,LUZ
6823641,1.87,ORH,ORP,LUZ
6823460,1.25,BTH,ORH,ORP
6823566,2.67,BTH,ORH,ORP
6823550,5.61,LIH,BTH,BTH
10899100,0.26,LU7,ORH,ORH
6779427,2.29,BTH,BTH,BTH
6779254,3.6,BTH,BTH,BTH
6779257,5.38,BTH,MIS,BTH
6779524,1.72,BTH,BTH,TTH
6878832,0.9,MIE,ORH,TTH
6779437,0.93,ORH,SOG,ORH
6779522,2.89,ORH,SOG,ORH
6779428,6.84,MIE,EPE,MIE
