system:index,belongsTo,pointID,.geo
0000000000000000a5f4_00000000000000005d86,63007,6851286,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002217_00000000000000001a81,63291,13275482,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000027ad_000000000000000088ee,63340,13278392,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004f35_00000000000000005b7a,63393,10908344,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000500e_0000000000000000712e,63137,6765507,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000073d3_0000000000000000281f,63341,6833238,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000d752_00000000000000002287,63131,6758822,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009c_00000000000000001910,63029,6881352,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000256e_000000000000000054a4,63214,13277162,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002bad_00000000000000004777,63125,13280933,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002d88_0000000000000000350e,63213,13282076,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000aa6c_00000000000000007889,63387,9448238,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c01_00000000000000004459,63400,11518360,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000046d2_000000000000000014b4,63132,13298964,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000006ad7_00000000000000004896,63066,6833173,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000009b4a_0000000000000000024e,63151,6841899,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000030de_00000000000000001a81,63291,13284019,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003bfc_00000000000000005c43,63142,13289825,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000006a0c_0000000000000000742d,63371,6772332,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000097a0_0000000000000000637a,63074,6865151,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000b728_00000000000000007708,63148,6902934,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000cfa6_000000000000000006ff,63412,6896240,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042a1_0000000000000000392e,63072,13295462,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005606_0000000000000000736e,63461,6840052,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005984_000000000000000071b7,63333,6773393,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000006eef_0000000000000000356b,63088,6892041,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000070a5_00000000000000002658,63003,10895176,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007155_0000000000000000001c,63187,6868590,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007a15_000000000000000019ae,63179,6876810,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000009261_0000000000000000637a,63074,6865079,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000009635_0000000000000000113b,63312,6796217,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000adef_00000000000000005b91,63081,6816626,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000c0e9_00000000000000000cf3,63211,10908949,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000e14a_000000000000000040a6,63439,6894645,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005e4a_0000000000000000024e,63151,6801220,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000067d5_00000000000000007c20,63463,6802021,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000067d7_00000000000000007c20,63463,6802020,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000067f3_000000000000000019ae,63179,6786538,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000006bc3_00000000000000007e2c,63128,10896883,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000078dc_000000000000000006ff,63412,10910862,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007c9f_00000000000000005074,63079,6852229,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008e9e_00000000000000000594,63031,6769772,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000ac86_00000000000000005d86,63007,4462690,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000bd4e_0000000000000000356b,63088,6821659,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000d146_0000000000000000146a,63005,6787564,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000d5e9_000000000000000067a6,63136,6779087,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002b59_00000000000000005820,63221,13280709,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005fc9_000000000000000026b2,63010,6789497,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000070fc_000000000000000006ff,63412,6878023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000852c_00000000000000001279,63256,10898118,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008f96_00000000000000001b35,63086,6829759,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000009d7f_0000000000000000072b,63039,6789499,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000a9be_0000000000000000084f,63011,239679,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000aa50_0000000000000000001c,63187,190168,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000b0e5_00000000000000008937,63348,6859525,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005fbe_00000000000000000cf3,63211,10897157,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007a1b_0000000000000000500d,63454,6876801,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008c87_00000000000000003692,63338,6839637,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000acf5_0000000000000000113b,63312,4514942,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000c24b_000000000000000004e3,63448,10896634,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001b7d_00000000000000004459,63400,11506863,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000045f3_00000000000000002e79,63207,13298067,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000084b1_000000000000000061c6,63002,6891459,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000009be4_00000000000000004896,63066,6894699,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000a868_00000000000000001279,63256,6869596,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000a9bd_0000000000000000084f,63011,239610,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000c08c_00000000000000000cf3,63211,6763435,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000045d9_000000000000000018af,63196,13297976,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000b368_0000000000000000736e,63461,10912265,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000e2ac_00000000000000007a3c,63265,6839537,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005298_00000000000000003647,63119,10907816,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000006c7c_000000000000000068a2,63366,6876206,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000444f_000000000000000005ac,63037,13296651,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e2e_000000000000000018af,63196,10893160,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000a70b_000000000000000018b3,63469,6887603,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000449d_00000000000000007900,63095,13296859,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000a912_00000000000000005d86,63007,10908574,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000d1bc_00000000000000007e2c,63128,10899047,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000b0e0_000000000000000004e3,63448,10908759,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001dbe_0000000000000000001c,63187,13272047,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000078a9_0000000000000000001c,63187,6881282,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000006310_0000000000000000530d,63422,10905912,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b4e_000000000000000026c4,63332,6903925,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002a4a_00000000000000006bd8,63054,13279994,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004693_00000000000000001279,63256,13298700,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005412_00000000000000007708,63148,10896345,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007d9f_00000000000000007889,63387,6901633,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000009d06_0000000000000000082d,63143,6905236,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000e079_00000000000000005b8f,63033,6845519,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000337_00000000000000006f76,63319,6815241,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002fb3_000000000000000004c0,63253,13283367,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003e00_00000000000000001a9b,63372,13290869,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004169_0000000000000000377e,63392,13293619,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000059ba_00000000000000006f76,63319,10897276,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000063ce_00000000000000000630,63016,10911981,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000079ca_0000000000000000409b,63356,10910998,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002c6a_000000000000000068a2,63366,13281353,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003555_00000000000000004583,63061,13286419,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000041ab_00000000000000002d88,63309,13293824,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005cd4_000000000000000048c1,63027,6752181,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007363_00000000000000001b42,63139,6844910,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000835b_000000000000000006ff,63412,6853197,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000009007_00000000000000003c5c,63201,6752490,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000098d0_000000000000000071b7,63333,6789137,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000bb0f_000000000000000026b2,63010,6761688,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d17_00000000000000000630,63016,10908792,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000054e8_00000000000000006f76,63319,6857283,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000836e_000000000000000016ab,63138,6825992,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000a669_0000000000000000429e,63023,6886057,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000a68a_000000000000000075c8,63337,10906333,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000c804_000000000000000062ee,63355,6873733,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000c884_00000000000000005b91,63081,6808801,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a1a_00000000000000005b7a,63393,6779464,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002ba9_00000000000000003e9a,63078,13280923,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005061_00000000000000003345,63314,6846266,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000073cc_00000000000000007a3c,63265,6841728,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000d241_000000000000000071b7,63333,6838809,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002396_000000000000000040a6,63439,13276319,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000074f1_00000000000000007c20,63463,10892856,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007551_00000000000000001279,63256,6806405,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007928_000000000000000004c0,63253,6762447,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000b483_0000000000000000736e,63461,6777862,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000d8c9_000000000000000016ab,63138,6817879,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000006644_00000000000000007c20,63463,6883115,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000090b7_00000000000000005c14,63468,6880999,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000c9d1_00000000000000000cf3,63211,6877795,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000919_000000000000000006ff,63412,6842369,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000ad6c_00000000000000008a25,63182,4551452,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000b0ab_00000000000000008937,63348,10908783,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000e5f5_000000000000000016ab,63138,6754180,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003f8d_0000000000000000001c,63187,13291809,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000006d78_00000000000000005c43,63142,6880293,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000009d5e_000000000000000069d0,63343,6890944,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000d373_00000000000000007a80,63414,6769529,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003438_00000000000000007317,63052,13285652,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000073d2_0000000000000000281f,63341,10903599,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000ad03_00000000000000005d86,63007,4444400,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000cc5a_00000000000000008937,63348,6868923,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003a6e_00000000000000005c43,63142,13289114,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001e1a_000000000000000017b6,63258,13272210,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000006331_000000000000000006ff,63412,6874611,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000075da_0000000000000000001c,63187,6870327,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c71_000000000000000060b4,63331,12577906,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000006a30_000000000000000014b4,63132,6783328,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000535b_000000000000000004e3,63448,6881444,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005da5_000000000000000088ee,63340,6876988,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000404d_000000000000000062ee,63355,13292370,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000086b8_00000000000000001b35,63086,6756276,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000a60b_00000000000000005d86,63007,6851284,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000a9bb_0000000000000000084f,63011,239678,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000078ae_0000000000000000001c,63187,6881280,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000918_000000000000000006ff,63412,10904359,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001fbc_000000000000000006ff,63412,13273290,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000243e_00000000000000003e38,63324,13276599,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003dc7_000000000000000031fa,63434,13290748,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005363_000000000000000004e3,63448,6881450,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000058c5_000000000000000016ab,63138,10914043,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000062d8_00000000000000007e2c,63128,6857552,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007636_000000000000000018af,63196,6833023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000891f_00000000000000000cf3,63211,6753944,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000009c7c_00000000000000001538,63210,6775992,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000c27a_00000000000000008937,63348,6875749,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000cc8e_0000000000000000024e,63151,6866818,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000cd4d_000000000000000080db,63444,6777633,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000d055_0000000000000000024e,63151,6832541,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000040cb_0000000000000000024e,63151,13293024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004215_000000000000000060b4,63331,13294155,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000076e1_00000000000000003a47,63430,6843457,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007a7d_000000000000000061c6,63002,6894852,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000a062_000000000000000041cb,63050,6789550,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000b4c9_0000000000000000001c,63187,6782476,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000dcf4_000000000000000026b2,63010,6852940,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000161_000000000000000004e3,63448,6882252,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000061dc_00000000000000003e38,63324,6869007,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000066d7_000000000000000052e7,63271,6865189,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000006c58_00000000000000001b42,63139,6889611,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000070eb_00000000000000003e9a,63078,6774999,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000073dc_000000000000000031fa,63434,6890297,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007487_0000000000000000429e,63023,10889877,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000b3d2_0000000000000000024e,63151,6788474,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000ccb5_00000000000000007a80,63414,6807731,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000d213_00000000000000001a81,63291,6828902,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000e5fe_000000000000000052e7,63271,6754173,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003633_00000000000000006330,63459,13286863,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000009a7f_00000000000000000630,63016,6890754,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000a67d_00000000000000003e38,63324,6846338,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000d022_00000000000000001279,63256,6873917,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000d09e_00000000000000007c20,63463,6788399,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d2_0000000000000000828a,63036,6759909,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003e63_000000000000000088ee,63340,13291072,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000006746_000000000000000067a6,63136,6821862,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008371_000000000000000016ab,63138,6825996,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000842a_000000000000000004e3,63448,6755601,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000b400_00000000000000003a47,63430,6884373,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009d8_000000000000000062ee,63355,6756092,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000006e95_00000000000000005c43,63142,6885345,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000e656_000000000000000016ab,63138,6752787,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002e02_00000000000000005820,63221,13282313,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007414_00000000000000008937,63348,6812367,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007517_000000000000000006ff,63412,6883438,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000cfea_00000000000000007e2c,63128,6798790,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000067b8_000000000000000019ae,63179,6786539,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000400d_000000000000000018b3,63469,13292164,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002371_00000000000000004a1d,63232,13276243,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000091d_00000000000000005820,63221,10904338,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000a5d3_0000000000000000356b,63088,6886775,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000cc25_000000000000000026b2,63010,6871951,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002cc6_00000000000000001a81,63291,13281682,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000da77_00000000000000001a81,63291,10909938,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000b601_00000000000000007a3c,63265,10912030,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004423_000000000000000026b2,63010,13296555,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008e10_00000000000000004896,63066,10903951,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000de9f_000000000000000041cb,63050,10914047,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002d5d_0000000000000000409b,63356,13281934,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034ed_0000000000000000392e,63072,13286082,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003e41_00000000000000006f76,63319,13290968,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000046f2_00000000000000002d88,63309,13299086,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007bae_00000000000000007c20,63463,6865059,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000a260_00000000000000002d88,63309,10905482,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000a6ac_000000000000000004e3,63448,6886865,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000227f_00000000000000000630,63016,13275753,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003613_0000000000000000001c,63187,13286809,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005348_00000000000000006f76,63319,6776976,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000697f_0000000000000000586c,63277,10890600,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007a60_00000000000000002d88,63309,6889008,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000823f_000000000000000006ff,63412,6810699,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000965c_0000000000000000024e,63151,6779233,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000a304_000000000000000019ae,63179,6768900,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000a5f7_00000000000000005d86,63007,6851278,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000b745_0000000000000000024e,63151,6831102,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000c0dd_00000000000000003e38,63324,6763334,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000c274_000000000000000061c6,63002,6875662,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000cd67_00000000000000005074,63079,6770032,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000de9d_000000000000000041cb,63050,10914050,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000510f_00000000000000002f6e,63091,10899650,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000569c_00000000000000003647,63119,6826200,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000610f_00000000000000000630,63016,6871315,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000751c_000000000000000006ff,63412,6883353,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000c0e8_00000000000000000cf3,63211,10908953,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003966_000000000000000006ff,63412,13288460,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004500_0000000000000000024e,63151,13297223,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005ac5_00000000000000003e9a,63078,6877268,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000006ef0_000000000000000066e1,63328,6892056,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007123_00000000000000003e9a,63078,10897080,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000083c2_00000000000000007e2c,63128,6894545,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008465_000000000000000061c6,63002,6761588,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008ebd_00000000000000007b04,63022,6769679,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000c82a_00000000000000005b91,63081,6808627,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000cc5c_00000000000000008937,63348,6868925,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000006a74_00000000000000005bef,63062,6849894,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000007e85_000000000000000019e0,63218,6827759,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000a5f8_00000000000000005d86,63007,6851275,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003408_00000000000000005bef,63062,13285549,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003bd4_000000000000000088ee,63340,13289743,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005040_00000000000000001b35,63086,6846269,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000724d_000000000000000088ee,63340,6757447,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003647_0000000000000000530d,63422,13286909,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000006b81_00000000000000000cf3,63211,6771657,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000db77_00000000000000002287,63131,6852362,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004077_000000000000000006ff,63412,13292620,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000a52f_00000000000000006f76,63319,6846003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000006896_00000000000000008937,63348,6761451,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000008739_0000000000000000084f,63011,10903737,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000006586_00000000000000000630,63016,6877478,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000098b3_00000000000000007a80,63414,6863395,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000044ad_000000000000000067a6,63136,13296927,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000d37a_00000000000000004777,63125,6769621,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000005364_000000000000000004e3,63448,6881451,"{""type"":""MultiPoint"",""coordinates"":[]}"
